00981,CAROLINA,PR,18.40,-65.98,-7,1
00982,CAROLINA,PR,18.40,-65.98,-7,1
00983,CAROLINA,PR,18.40,-65.98,-7,1
00984,CAROLINA,PR,18.40,-65.98,-7,1
00985,CAROLINA,PR,18.40,-65.98,-7,1
00986,CAROLINA,PR,18.40,-65.98,-7,1
00987,CAROLINA,PR,18.40,-65.98,-7,1
00988,CAROLINA,PR,18.40,-65.98,-7,1
00736,CAYEY,PR,18.11,-66.16,-7,1
00739,CIDRA,PR,18.17,-66.15,-7,1
00769,COAMO,PR,18.08,-66.36,-7,1
00782,COMERIO,PR,18.22,-66.22,-7,1
00783,COROZAL,PR,18.34,-66.31,-7,1
09848,APO,AE,47.34,-122.44,-7,1
10200,NEW YORK,NY,40.77,73.95,-7,1
09323,APO,AE,-44.25,33.53,-7,1
00659,HATILLO,PR,18.48,-66.82,-7,1
00660,HORMIGUEROS,PR,18.14,-67.12,-7,1
00791,HUMACAO,PR,18.15,-65.81,-7,1
00792,HUMACAO,PR,18.15,-65.81,-7,1
00662,ISABELA,PR,18.50,-67.02,-7,1
00664,JAYUYA,PR,18.22,-66.59,-7,1
00795,JUANA DIAZ,PR,18.05,-66.50,-7,1
00777,JUNCOS,PR,18.22,-65.91,-7,1
00728,PONCE,PR,17.98,-66.60,-7,1
00725,CAGUAS,PR,18.23,-66.03,-7,1
00726,CAGUAS,PR,18.23,-66.03,-7,1
00727,CAGUAS,PR,18.23,-66.03,-7,1
00737,CAYEY,PR,18.11,-66.16,-7,1
00735,CEIBA,PR,18.26,-65.64,-7,1
00742,ROOSEVELT ROADS,PR,18.27,-65.65,-7,1
00638,CIALES,PR,18.33,-66.47,-7,1
00780,COTO LAUREL,PR,18.09,-66.57,-7,1
00775,CULEBRA,PR,18.31,-65.30,-7,1
00646,DORADO,PR,18.47,-66.27,-7,1
00647,ENSENADA,PR,17.96,-66.94,-7,1
00738,FAJARDO,PR,18.33,-65.65,-7,1
00650,FLORIDA,PR,18.36,-66.56,-7,1
00652,GARROCHALES,PR,18.45,-66.60,-7,1
00653,GUANICA,PR,17.97,-66.93,-7,1
00784,GUAYAMA,PR,17.97,-66.11,-7,1
00785,GUAYAMA,PR,17.97,-66.11,-7,1
00656,GUAYANILLA,PR,18.02,-66.79,-7,1
00965,GUAYNABO,PR,18.38,-66.11,-7,1
00966,GUAYNABO,PR,18.38,-66.11,-7,1
00968,GUAYNABO,PR,18.38,-66.11,-7,1
00969,GUAYNABO,PR,18.38,-66.11,-7,1
00970,GUAYNABO,PR,18.38,-66.11,-7,1
00971,GUAYNABO,PR,18.38,-66.11,-7,1
00778,GURABO,PR,18.25,-65.97,-7,1
00667,LAJAS,PR,18.04,-67.06,-7,1
00786,LA PLATA,PR,18.16,-66.23,-7,1
00669,LARES,PR,18.29,-66.88,-7,1
00670,LAS MARIAS,PR,18.27,-67.06,-7,1
00771,LAS PIEDRAS,PR,18.18,-65.86,-7,1
00931,SAN JUAN,PR,18.40,-66.06,-7,1
00933,SAN JUAN,PR,18.40,-66.06,-7,1
00934,FORT BUCHANAN,PR,18.41,-66.11,-7,1
00935,SAN JUAN,PR,18.40,-66.06,-7,1
00936,SAN JUAN,PR,18.40,-66.06,-7,1
00772,LOIZA,PR,18.43,-65.88,-7,1
00773,LUQUILLO,PR,18.37,-65.71,-7,1
00674,MANATI,PR,18.43,-66.48,-7,1
00606,MARICAO,PR,18.18,-66.98,-7,1
00707,MAUNABO,PR,18.00,-65.90,-7,1
00636,ROSARIO,PR,18.15,-67.06,-7,1
00680,MAYAGUEZ,PR,18.20,-67.14,-7,1
00681,MAYAGUEZ,PR,18.20,-67.14,-7,1
00682,MAYAGUEZ,PR,18.20,-67.14,-7,1
00715,MERCEDITA,PR,18.00,-66.56,-7,1
00676,MOCA,PR,18.39,-67.11,-7,1
00687,MOROVIS,PR,18.32,-66.40,-7,1
00718,NAGUABO,PR,18.21,-65.73,-7,1
00719,NARANJITO,PR,18.30,-66.24,-7,1
00720,OROCOVIS,PR,18.22,-66.39,-7,1
00723,PATILLAS,PR,18.00,-66.01,-7,1
00624,PENUELAS,PR,18.06,-66.72,-7,1
00716,PONCE,PR,17.98,-66.60,-7,1
00717,PONCE,PR,17.98,-66.60,-7,1
00730,PONCE,PR,17.98,-66.60,-7,1
00731,PONCE,PR,17.98,-66.60,-7,1
00732,PONCE,PR,17.98,-66.60,-7,1
00733,PONCE,PR,17.98,-66.60,-7,1
00734,PONCE,PR,17.98,-66.60,-7,1
00740,PUERTO REAL,PR,18.33,-65.63,-7,1
00741,PUNTA SANTIAGO,PR,18.15,-65.76,-7,1
00678,QUEBRADILLAS,PR,18.47,-66.93,-7,1
00677,RINCON,PR,18.34,-67.25,-7,1
00744,RIO BLANCO,PR,18.22,-65.79,-7,1
00721,PALMER,PR,18.37,-65.77,-7,1
00745,RIO GRANDE,PR,18.38,-65.83,-7,1
00637,SABANA GRANDE,PR,18.08,-66.96,-7,1
00688,SABANA HOYOS,PR,18.38,-66.62,-7,1
00952,SABANA SECA,PR,18.42,-66.19,-7,1
00751,SALINAS,PR,17.97,-66.29,-7,1
00690,SAN ANTONIO,PR,18.49,-67.09,-7,1
00683,SAN GERMAN,PR,18.08,-67.04,-7,1
00901,SAN JUAN,PR,18.40,-66.06,-7,1
00902,SAN JUAN,PR,18.40,-66.06,-7,1
00906,SAN JUAN,PR,18.40,-66.06,-7,1
00907,SAN JUAN,PR,18.40,-66.06,-7,1
00908,SAN JUAN,PR,18.40,-66.06,-7,1
00909,SAN JUAN,PR,18.44,-66.06,-7,1
00910,SAN JUAN,PR,18.40,-66.06,-7,1
00911,SAN JUAN,PR,18.40,-66.06,-7,1
00912,SAN JUAN,PR,18.40,-66.06,-7,1
00913,SAN JUAN,PR,18.40,-66.06,-7,1
00914,SAN JUAN,PR,18.40,-66.06,-7,1
00915,SAN JUAN,PR,18.40,-66.06,-7,1
00916,SAN JUAN,PR,18.40,-66.06,-7,1
00917,SAN JUAN,PR,18.40,-66.06,-7,1
00918,SAN JUAN,PR,18.40,-66.06,-7,1
00919,SAN JUAN,PR,18.40,-66.06,-7,1
00920,SAN JUAN,PR,18.40,-66.06,-7,1
00921,SAN JUAN,PR,18.40,-66.06,-7,1
00922,SAN JUAN,PR,18.40,-66.06,-7,1
00923,SAN JUAN,PR,18.40,-66.06,-7,1
00924,SAN JUAN,PR,18.40,-66.06,-7,1
00925,SAN JUAN,PR,18.40,-66.06,-7,1
00926,SAN JUAN,PR,18.40,-66.06,-7,1
00927,SAN JUAN,PR,18.40,-66.06,-7,1
00928,SAN JUAN,PR,18.40,-66.06,-7,1
00929,SAN JUAN,PR,18.40,-66.06,-7,1
00930,SAN JUAN,PR,18.40,-66.06,-7,1
00937,SAN JUAN,PR,18.40,-66.06,-7,1
00939,SAN JUAN,PR,18.40,-66.06,-7,1
00940,SAN JUAN,PR,18.40,-66.06,-7,1
00955,SAN JUAN,PR,18.40,-66.06,-7,1
00956,BAYAMON,PR,18.28,-66.13,-7,1
00957,BAYAMON,PR,18.28,-66.13,-7,1
00958,BAYAMON,PR,18.28,-66.13,-7,1
00959,BAYAMON,PR,18.28,-66.13,-7,1
00801,ST THOMAS,VI,18.35,-64.93,-7,1
00802,ST THOMAS,VI,18.35,-64.93,-7,1
00803,ST THOMAS,VI,18.35,-64.93,-7,1
00804,ST THOMAS,VI,18.35,-64.93,-7,1
00805,ST THOMAS,VI,18.34,-64.93,-7,1
00820,CHRISTIANSTED,VI,17.74,-64.70,-7,1
00821,CHRISTIANSTED,VI,17.74,-64.70,-7,1
00822,CHRISTIANSTED,VI,17.74,-64.70,-7,1
00823,CHRISTIANSTED,VI,17.74,-64.70,-7,1
00824,CHRISTIANSTED,VI,17.74,-64.70,-7,1
00830,ST JOHN,VI,18.33,-64.79,-7,1
00831,ST JOHN,VI,18.33,-64.79,-7,1
00840,FREDERIKSTED,VI,17.71,-64.88,-7,1
00841,FREDERIKSTED,VI,17.71,-64.88,-7,1
00850,KINGSHILL,VI,17.76,-64.82,-7,1
00851,KINGSHILL,VI,17.73,-64.80,-7,1
02478,BELMONT,MA,42.39,-71.18,-7,1
02479,WAVERLEY,MA,42.39,-71.17,-7,1
02445,BROOKLINE,MA,42.32,-71.14,-7,1
02446,BROOKLINE,MA,42.32,-71.14,-7,1
02447,BROOKLINE VILLAGE,MA,42.33,-71.13,-7,1
02420,LEXINGTON,MA,42.44,-71.23,-7,1
02421,LEXINGTON,MA,42.44,-71.23,-7,1
02492,NEEDHAM,MA,42.28,-71.24,-7,1
02494,NEEDHAM HEIGHTS,MA,42.28,-71.24,-7,1
02456,NEW TOWN,MA,42.33,-71.20,-7,1
02458,NEWTON,MA,42.33,-71.20,-7,1
02459,NEWTON CENTER,MA,42.31,-71.19,-7,1
02460,NEWTONVILLE,MA,42.35,-71.20,-7,1
02461,NEWTON HIGHLANDS,MA,42.31,-71.20,-7,1
02462,NEWTON LOWER FALLS,MA,42.33,-71.25,-7,1
02464,NEWTON UPPER FALLS,MA,42.31,-71.22,-7,1
02465,WEST NEWTON,MA,42.35,-71.22,-7,1
02466,AUBURNDALE,MA,42.34,-71.24,-7,1
00960,BAYAMON,PR,18.28,-66.13,-7,1
00961,BAYAMON,PR,18.41,-66.15,-7,1
00962,CATANO,PR,18.43,-66.11,-7,1
00963,CATANO,PR,18.43,-66.11,-7,1
00975,SAN JUAN,PR,18.40,-66.06,-7,1
00976,TRUJILLO ALTO,PR,18.36,-66.01,-7,1
00977,TRUJILLO ALTO,PR,18.36,-66.01,-7,1
00978,SAINT JUST,PR,18.37,-66.01,-7,1
00754,SAN LORENZO,PR,18.19,-65.96,-7,1
00685,SAN SEBASTIAN,PR,18.33,-66.99,-7,1
00757,SANTA ISABEL,PR,17.97,-66.40,-7,1
00953,TOA ALTA,PR,18.39,-66.25,-7,1
00954,TOA ALTA,PR,18.39,-66.25,-7,1
00949,TOA BAJA,PR,18.44,-66.25,-7,1
00950,TOA BAJA,PR,18.44,-66.25,-7,1
00951,TOA BAJA,PR,18.44,-66.25,-7,1
00641,UTUADO,PR,18.27,-66.70,-7,1
00692,VEGA ALTA,PR,18.41,-66.32,-7,1
00693,VEGA BAJA,PR,18.44,-66.39,-7,1
00694,VEGA BAJA,PR,18.44,-66.39,-7,1
00765,VIEQUES,PR,18.42,-65.83,-7,1
00766,VILLALBA,PR,18.13,-66.48,-7,1
00767,YABUCOA,PR,18.04,-65.87,-7,1
00698,YAUCO,PR,18.03,-66.86,-7,1
02467,CHESTNUT HILL,MA,42.31,-71.16,-7,1
02468,WABAN,MA,42.32,-71.23,-7,1
02495,NONANTUM,MA,42.33,-71.20,-7,1
02451,WALTHAM,MA,42.38,-71.24,-7,1
02452,WALTHAM,MA,42.38,-71.24,-7,1
02453,WALTHAM,MA,42.38,-71.24,-7,1
02454,WALTHAM,MA,42.38,-71.24,-7,1
02455,NORTH WALTHAM,MA,42.39,-71.22,-7,1
02471,WATERTOWN,MA,42.36,-71.17,-7,1
02472,WATERTOWN,MA,42.36,-71.17,-7,1
02477,WATERTOWN,MA,42.36,-71.17,-7,1
02457,BABSON PARK,MA,42.29,-71.26,-7,1
02481,WELLESLEY HILLS,MA,42.31,-71.27,-7,1
02482,WELLESLEY,MA,42.30,-71.28,-7,1
02493,WESTON,MA,42.36,-71.26,-7,1
02184,BRAINTREE,MA,42.20,-71.00,-7,1
02185,BRAINTREE,MA,42.20,-71.00,-7,1
02186,MILTON,MA,42.24,-71.08,-7,1
02187,MILTON VILLAGE,MA,42.26,-71.08,-7,1
02169,QUINCY,MA,42.26,-71.00,-7,1
02170,QUINCY,MA,42.26,-71.00,-7,1
02171,QUINCY,MA,42.26,-71.00,-7,1
02269,QUINCY,MA,42.26,-71.00,-7,1
02188,WEYMOUTH,MA,42.20,-70.94,-7,1
02189,EAST WEYMOUTH,MA,42.20,-70.94,-7,1
02190,SOUTH WEYMOUTH,MA,42.20,-70.94,-7,1
02191,NORTH WEYMOUTH,MA,42.20,-70.94,-7,1
01718,VILLAGE OF NAGOG WOODS,MA,42.51,-71.41,-7,1
01719,BOXBOROUGH,MA,42.50,-71.50,-7,1
01720,ACTON,MA,42.48,-71.46,-7,1
02474,ARLINGTON,MA,42.41,-71.16,-7,1
02475,ARLINGTON HEIGHTS,MA,42.41,-71.18,-7,1
02476,ARLINGTON,MA,42.41,-71.16,-7,1
02150,CHELSEA,MA,42.39,-71.03,-7,1
02149,EVERETT,MA,42.40,-71.05,-7,1
02152,WINTHROP,MA,42.37,-70.98,-7,1
02151,REVERE,MA,42.41,-70.99,-7,1
02148,MALDEN,MA,42.43,-71.05,-7,1
02176,MELROSE,MA,42.45,-71.05,-7,1
02153,MEDFORD,MA,42.42,-71.10,-7,1
02155,MEDFORD,MA,42.42,-71.10,-7,1
02156,WEST MEDFORD,MA,42.42,-71.13,-7,1
02143,SOMERVILLE,MA,42.39,-71.10,-7,1
02144,SOMERVILLE,MA,42.39,-71.10,-7,1
02145,SOMERVILLE,MA,42.39,-71.10,-7,1
02180,STONEHAM,MA,42.47,-71.09,-7,1
01913,AMESBURY,MA,42.85,-70.92,-7,1
01810,ANDOVER,MA,42.65,-71.14,-7,1
01812,ANDOVER,MA,42.65,-71.14,-7,1
01899,ANDOVER,MA,42.65,-71.14,-7,1
05501,ANDOVER,MA,42.65,-71.14,-7,1
01586,WEST MILLBURY,MA,42.19,-71.76,-7,1
02054,MILLIS,MA,42.16,-71.35,-7,1
01529,MILLVILLE,MA,42.03,-71.58,-7,1
02350,MONPONSETT,MA,42.02,-70.84,-7,1
02553,MONUMENT BEACH,MA,41.71,-70.60,-7,1
02554,NANTUCKET,MA,41.27,-70.10,-7,1
02564,SIASCONSET,MA,41.27,-70.00,-7,1
02584,NANTUCKET,MA,41.27,-70.10,-7,1
01760,NATICK,MA,42.28,-71.35,-7,1
01531,NEW BRAINTREE,MA,42.31,-72.13,-7,1
01950,NEWBURYPORT,MA,42.81,-70.88,-7,1
01951,NEWBURY,MA,42.80,-71.00,-7,1
01952,SALISBURY,MA,42.83,-70.84,-7,1
02056,NORFOLK,MA,42.11,-71.31,-7,1
02351,ABINGTON,MA,42.11,-70.95,-7,1
01862,NORTH BILLERICA,MA,42.57,-71.29,-7,1
01532,NORTHBOROUGH,MA,42.31,-71.64,-7,1
01534,NORTHBRIDGE,MA,42.15,-71.65,-7,1
01535,NORTH BROOKFIELD,MA,42.27,-72.08,-7,1
02355,NORTH CARVER,MA,41.91,-70.79,-7,1
02650,NORTH CHATHAM,MA,41.70,-69.95,-7,1
01863,NORTH CHELMSFORD,MA,42.63,-71.39,-7,1
02651,NORTH EASTHAM,MA,41.84,-69.97,-7,1
02356,NORTH EASTON,MA,42.05,-71.10,-7,1
02357,NORTH EASTON,MA,42.05,-71.10,-7,1
02556,NORTH FALMOUTH,MA,41.64,-70.63,-7,1
02565,SILVER BEACH,MA,41.63,-70.64,-7,1
01536,NORTH GRAFTON,MA,42.23,-71.69,-7,1
02059,NORTH MARSHFIELD,MA,42.10,-70.71,-7,1
01537,NORTH OXFORD,MA,42.16,-71.88,-7,1
02358,NORTH PEMBROKE,MA,42.09,-70.78,-7,1
01864,NORTH READING,MA,42.56,-71.06,-7,1
01889,NORTH READING,MA,42.56,-71.06,-7,1
05544,ANDOVER,MA,42.65,-71.14,-7,1
01430,ASHBURNHAM,MA,42.63,-71.90,-7,1
01431,ASHBY,MA,42.68,-71.81,-7,1
01721,ASHLAND,MA,42.25,-71.46,-7,1
01501,AUBURN,MA,42.20,-71.83,-7,1
02322,AVON,MA,42.11,-71.03,-7,1
01432,AYER,MA,42.56,-71.58,-7,1
01434,DEVENS,MA,42.53,-71.61,-7,1
01436,BALDWINVILLE,MA,42.60,-72.07,-7,1
02630,BARNSTABLE,MA,41.70,-70.30,-7,1
01730,BEDFORD,MA,42.48,-71.26,-7,1
01731,HANSCOM AFB,MA,42.46,-71.28,-7,1
02019,BELLINGHAM,MA,42.09,-71.47,-7,1
01503,BERLIN,MA,42.38,-71.63,-7,1
01915,BEVERLY,MA,42.55,-70.84,-7,1
01821,BILLERICA,MA,42.55,-71.26,-7,1
01822,BILLERICA,MA,42.55,-71.26,-7,1
01504,BLACKSTONE,MA,42.01,-71.50,-7,1
01740,BOLTON,MA,42.43,-71.60,-7,1
02108,BOSTON,MA,42.35,-71.06,-7,1
02109,BOSTON,MA,42.35,-71.06,-7,1
02110,BOSTON,MA,42.35,-71.06,-7,1
02111,BOSTON,MA,42.35,-71.06,-7,1
02112,BOSTON,MA,42.35,-71.06,-7,1
02113,BOSTON,MA,42.35,-71.06,-7,1
02114,BOSTON,MA,42.35,-71.06,-7,1
02115,BOSTON,MA,42.35,-71.06,-7,1
02116,BOSTON,MA,42.35,-71.06,-7,1
02117,BOSTON,MA,42.35,-71.06,-7,1
02118,BOSTON,MA,42.35,-71.06,-7,1
02119,ROXBURY,MA,42.35,-71.06,-7,1
02120,ROXBURY CROSSING,MA,42.35,-71.06,-7,1
02121,DORCHESTER,MA,42.35,-71.06,-7,1
02122,DORCHESTER,MA,42.35,-71.06,-7,1
02123,BOSTON,MA,42.35,-71.06,-7,1
02124,DORCHESTER CENTER,MA,42.35,-71.06,-7,1
02125,DORCHESTER,MA,42.35,-71.06,-7,1
02126,MATTAPAN,MA,42.26,-71.10,-7,1
02127,BOSTON,MA,42.35,-71.06,-7,1
02128,BOSTON,MA,42.35,-71.06,-7,1
02129,CHARLESTOWN,MA,42.38,-71.06,-7,1
02130,JAMAICA PLAIN,MA,42.30,-71.11,-7,1
02131,ROSLINDALE,MA,42.28,-71.13,-7,1
02132,WEST ROXBURY,MA,42.28,-71.16,-7,1
02133,BOSTON,MA,42.35,-71.06,-7,1
02134,ALLSTON,MA,42.35,-71.13,-7,1
02135,BRIGHTON,MA,42.35,-71.15,-7,1
02136,HYDE PARK,MA,42.26,-71.11,-7,1
02137,READVILLE,MA,42.25,-71.12,-7,1
02163,BOSTON,MA,42.35,-71.06,-7,1
02196,BOSTON,MA,42.35,-71.06,-7,1
02199,BOSTON,MA,42.35,-71.06,-7,1
02201,BOSTON,MA,42.35,-71.06,-7,1
02203,BOSTON,MA,42.35,-71.06,-7,1
02204,BOSTON,MA,42.35,-71.06,-7,1
02205,BOSTON,MA,42.35,-71.06,-7,1
02206,BOSTON,MA,42.35,-71.06,-7,1
02210,BOSTON,MA,42.35,-71.06,-7,1
02211,BOSTON,MA,42.35,-71.06,-7,1
02212,BOSTON,MA,42.35,-71.06,-7,1
02215,BOSTON,MA,42.35,-71.06,-7,1
02217,BOSTON,MA,42.35,-71.06,-7,1
02222,BOSTON,MA,42.35,-71.06,-7,1
02228,EAST BOSTON,MA,42.35,-71.06,-7,1
02241,BOSTON,MA,42.35,-71.06,-7,1
02266,BOSTON,MA,42.35,-71.06,-7,1
02283,BOSTON,MA,42.35,-71.06,-7,1
02284,BOSTON,MA,42.35,-71.06,-7,1
02293,BOSTON,MA,42.35,-71.06,-7,1
02295,BOSTON,MA,42.35,-71.06,-7,1
02297,BOSTON,MA,42.35,-71.06,-7,1
02298,BOSTON,MA,42.34,-71.05,-7,1
01921,BOXFORD,MA,42.67,-70.98,-7,1
01505,BOYLSTON,MA,42.35,-71.73,-7,1
02020,BRANT ROCK,MA,42.08,-70.64,-7,1
02631,BREWSTER,MA,41.76,-70.08,-7,1
02324,BRIDGEWATER,MA,41.98,-70.97,-7,1
02325,BRIDGEWATER,MA,41.98,-70.97,-7,1
02301,BROCKTON,MA,42.08,-71.02,-7,1
02302,BROCKTON,MA,42.08,-71.02,-7,1
02303,BROCKTON,MA,42.08,-71.02,-7,1
02304,BROCKTON,MA,42.08,-71.02,-7,1
02305,BROCKTON,MA,42.08,-71.02,-7,1
01506,BROOKFIELD,MA,42.21,-72.10,-7,1
02327,BRYANTVILLE,MA,42.06,-70.80,-7,1
01803,BURLINGTON,MA,42.50,-71.20,-7,1
01805,BURLINGTON,MA,42.50,-71.20,-7,1
02532,BUZZARDS BAY,MA,41.75,-70.61,-7,1
02542,BUZZARDS BAY,MA,41.75,-70.61,-7,1
01922,BYFIELD,MA,42.75,-70.93,-7,1
02138,CAMBRIDGE,MA,42.37,-71.11,-7,1
02139,CAMBRIDGE,MA,42.37,-71.11,-7,1
02140,CAMBRIDGE,MA,42.37,-71.11,-7,1
02141,CAMBRIDGE,MA,42.37,-71.11,-7,1
02142,CAMBRIDGE,MA,42.37,-71.11,-7,1
02238,CAMBRIDGE,MA,42.37,-71.11,-7,1
02021,CANTON,MA,42.15,-71.13,-7,1
01741,CARLISLE,MA,42.53,-71.35,-7,1
02330,CARVER,MA,41.88,-70.76,-7,1
02534,CATAUMET,MA,41.66,-70.61,-7,1
02632,CENTERVILLE,MA,41.66,-70.34,-7,1
02634,CENTERVILLE,MA,41.66,-70.34,-7,1
01507,CHARLTON,MA,42.13,-71.96,-7,1
01509,CHARLTON DEPOT,MA,42.13,-71.96,-7,1
01508,CHARLTON CITY,MA,42.13,-71.96,-7,1
02633,CHATHAM,MA,41.67,-69.96,-7,1
01824,CHELMSFORD,MA,42.59,-71.36,-7,1
02535,CHILMARK,MA,41.34,-70.74,-7,1
02552,MENEMSHA,MA,41.34,-70.73,-7,1
01510,CLINTON,MA,42.41,-71.68,-7,1
02025,COHASSET,MA,42.23,-70.80,-7,1
01742,CONCORD,MA,42.45,-71.35,-7,1
02635,COTUIT,MA,41.62,-70.44,-7,1
02652,NORTH TRURO,MA,42.04,-70.09,-7,1
01538,NORTH UXBRIDGE,MA,42.05,-71.64,-7,1
02061,NORWELL,MA,42.16,-70.78,-7,1
02062,NORWOOD,MA,42.18,-71.19,-7,1
01865,NUTTING LAKE,MA,42.54,-71.25,-7,1
02557,OAK BLUFFS,MA,41.45,-70.56,-7,1
02558,ONSET,MA,41.74,-70.66,-7,1
02653,ORLEANS,MA,41.79,-70.00,-7,1
02655,OSTERVILLE,MA,41.62,-70.38,-7,1
01540,OXFORD,MA,42.11,-71.87,-7,1
01960,PEABODY,MA,42.53,-70.97,-7,1
01961,PEABODY,MA,42.53,-70.97,-7,1
02359,PEMBROKE,MA,42.06,-70.80,-7,1
01463,PEPPERELL,MA,42.66,-71.58,-7,1
01866,PINEHURST,MA,42.53,-71.23,-7,1
02360,PLYMOUTH,MA,41.95,-70.66,-7,1
02361,PLYMOUTH,MA,41.95,-70.66,-7,1
02362,PLYMOUTH,MA,41.95,-70.66,-7,1
02367,PLYMPTON,MA,41.95,-70.81,-7,1
02559,POCASSET,MA,41.69,-70.63,-7,1
01965,PRIDES CROSSING,MA,42.56,-70.86,-7,1
01541,PRINCETON,MA,42.45,-71.86,-7,1
02657,PROVINCETOWN,MA,42.06,-70.20,-7,1
02368,RANDOLPH,MA,42.17,-71.05,-7,1
01867,READING,MA,42.53,-71.10,-7,1
01542,ROCHDALE,MA,42.20,-71.90,-7,1
02370,ROCKLAND,MA,42.13,-70.91,-7,1
